Run	Precision	Recall	F0.5	Lang	Cand
multi_p6_c0_1_s20	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p6_c0_1_s20	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
multi_p6_c0_0_s20	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p6_c0_0_s20	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
multi_p6_c0_1_s0	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p6_c0_1_s0	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
single_p4_c0_1_s20	0.7857142857142857	0.34375	0.625	nl	single
single_p4_c0_1_s20	0.7702702702702703	0.2159090909090909	0.5089285714285715	en	single
single_p4_c0_0_s20	0.7857142857142857	0.34375	0.625	nl	single
single_p4_c0_0_s20	0.7702702702702703	0.2159090909090909	0.5089285714285715	en	single
single_p4_c0_1_s0	0.7857142857142857	0.34375	0.625	nl	single
single_p4_c0_1_s0	0.7702702702702703	0.2159090909090909	0.5089285714285715	en	single
multi_p4_c0_1_s20	0.6818181818181818	0.46875	0.625	nl	multi
multi_p4_c0_1_s20	0.7096774193548387	0.25	0.5188679245283019	en	multi
multi_p4_c0_0_s20	0.6818181818181818	0.46875	0.625	nl	multi
multi_p4_c0_0_s20	0.7096774193548387	0.25	0.5188679245283019	en	multi
multi_p4_c0_1_s0	0.6818181818181818	0.46875	0.625	nl	multi
multi_p4_c0_1_s0	0.7096774193548387	0.25	0.5188679245283019	en	multi
single_dbp_c0_1_s20	0	0.0	0	nl	single
single_dbp_c0_1_s20	0.5865384615384616	0.6931818181818182	0.6051587301587301	en	single
single_dbp_c0_0_s20	0	0.0	0	nl	single
single_dbp_c0_0_s20	0.5828025477707006	0.6931818181818182	0.6019736842105263	en	single
single_dbp_c0_1_s0	0	0.0	0	nl	single
single_dbp_c0_1_s0	0.5884244372990354	0.6931818181818182	0.6067639257294429	en	single
multi_dbp_c0_1_s20	0	0.0	0	nl	multi
multi_dbp_c0_1_s20	0.4909560723514212	0.7196969696969697	0.5242825607064018	en	multi
multi_dbp_c0_0_s20	0	0.0	0	nl	multi
multi_dbp_c0_0_s20	0.4896907216494845	0.7196969696969697	0.5231277533039648	en	multi
multi_dbp_c0_1_s0	0	0.0	0	nl	multi
multi_dbp_c0_1_s0	0.4909560723514212	0.7196969696969697	0.5242825607064018	en	multi
single_szt_c0_1_s20	0	0.0	0	nl	single
single_szt_c0_1_s20	0.8709677419354839	0.10227272727272728	0.34793814432989695	en	single
single_szt_c0_0_s20	0	0.0	0	nl	single
single_szt_c0_0_s20	0.8709677419354839	0.10227272727272728	0.34793814432989695	en	single
single_szt_c0_1_s0	0	0.0	0	nl	single
single_szt_c0_1_s0	0.8709677419354839	0.10227272727272728	0.34793814432989695	en	single
multi_szt_c0_1_s20	0	0.0	0	nl	multi
multi_szt_c0_1_s20	0.875	0.10606060606060606	0.3571428571428571	en	multi
multi_szt_c0_0_s20	0	0.0	0	nl	multi
multi_szt_c0_0_s20	0.875	0.10606060606060606	0.3571428571428571	en	multi
multi_szt_c0_1_s0	0	0.0	0	nl	multi
multi_szt_c0_1_s0	0.875	0.10606060606060606	0.3571428571428571	en	multi
single_p8_c0_2_s80	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p8_c0_2_s80	0.603448275862069	0.6628787878787878	0.6144662921348314	en	single
single_p8_c0_0_s80	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p8_c0_0_s80	0.5993150684931506	0.6628787878787878	0.6110335195530726	en	single
single_p8_c0_2_s0	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p8_c0_2_s0	0.603448275862069	0.6628787878787878	0.6144662921348314	en	single
multi_p8_c0_2_s80	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p8_c0_2_s80	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
multi_p8_c0_0_s80	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p8_c0_0_s80	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
multi_p8_c0_2_s0	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p8_c0_2_s0	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
single_p6_c0_2_s80	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p6_c0_2_s80	0.6076388888888888	0.6628787878787878	0.6179378531073446	en	single
single_p6_c0_0_s80	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p6_c0_0_s80	0.603448275862069	0.6628787878787878	0.6144662921348314	en	single
single_p6_c0_2_s0	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p6_c0_2_s0	0.6076388888888888	0.6628787878787878	0.6179378531073446	en	single
multi_p6_c0_2_s80	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p6_c0_2_s80	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
multi_p6_c0_0_s80	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p6_c0_0_s80	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
multi_p6_c0_2_s0	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p6_c0_2_s0	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
single_p4_c0_2_s80	0.7857142857142857	0.34375	0.625	nl	single
single_p4_c0_2_s80	0.7702702702702703	0.2159090909090909	0.5089285714285715	en	single
single_p4_c0_0_s80	0.7857142857142857	0.34375	0.625	nl	single
single_p4_c0_0_s80	0.7702702702702703	0.2159090909090909	0.5089285714285715	en	single
single_p4_c0_2_s0	0.7857142857142857	0.34375	0.625	nl	single
single_p4_c0_2_s0	0.7702702702702703	0.2159090909090909	0.5089285714285715	en	single
multi_p4_c0_2_s80	0.6818181818181818	0.46875	0.625	nl	multi
multi_p4_c0_2_s80	0.7096774193548387	0.25	0.5188679245283019	en	multi
multi_p4_c0_0_s80	0.6818181818181818	0.46875	0.625	nl	multi
multi_p4_c0_0_s80	0.7096774193548387	0.25	0.5188679245283019	en	multi
multi_p4_c0_2_s0	0.6818181818181818	0.46875	0.625	nl	multi
multi_p4_c0_2_s0	0.7096774193548387	0.25	0.5188679245283019	en	multi
single_dbp_c0_2_s80	0	0.0	0	nl	single
single_dbp_c0_2_s80	0.6035087719298246	0.6515151515151515	0.6125356125356125	en	single
single_dbp_c0_0_s80	0	0.0	0	nl	single
single_dbp_c0_0_s80	0.5892255892255892	0.6628787878787878	0.6026170798898071	en	single
single_dbp_c0_2_s0	0	0.0	0	nl	single
single_dbp_c0_2_s0	0.594059405940594	0.6818181818181818	0.6097560975609755	en	single
multi_dbp_c0_2_s80	0	0.0	0	nl	multi
multi_dbp_c0_2_s80	0.5127478753541076	0.6856060606060606	0.5399761336515513	en	multi
multi_dbp_c0_0_s80	0	0.0	0	nl	multi
multi_dbp_c0_0_s80	0.5070028011204482	0.6856060606060606	0.5348699763593381	en	multi
multi_dbp_c0_2_s0	0	0.0	0	nl	multi
multi_dbp_c0_2_s0	0.49736842105263157	0.7159090909090909	0.5297085201793722	en	multi
single_szt_c0_2_s80	0	0.0	0	nl	single
single_szt_c0_2_s80	0.8709677419354839	0.10227272727272728	0.34793814432989695	en	single
single_szt_c0_0_s80	0	0.0	0	nl	single
single_szt_c0_0_s80	0.8709677419354839	0.10227272727272728	0.34793814432989695	en	single
single_szt_c0_2_s0	0	0.0	0	nl	single
single_szt_c0_2_s0	0.8709677419354839	0.10227272727272728	0.34793814432989695	en	single
multi_szt_c0_2_s80	0	0.0	0	nl	multi
multi_szt_c0_2_s80	0.875	0.10606060606060606	0.3571428571428571	en	multi
multi_szt_c0_0_s80	0	0.0	0	nl	multi
multi_szt_c0_0_s80	0.875	0.10606060606060606	0.3571428571428571	en	multi
multi_szt_c0_2_s0	0	0.0	0	nl	multi
multi_szt_c0_2_s0	0.875	0.10606060606060606	0.3571428571428571	en	multi
single_p8_c0_3_s180	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p8_c0_3_s180	0.6055363321799307	0.6628787878787878	0.6161971830985915	en	single
single_p8_c0_0_s180	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p8_c0_0_s180	0.5993150684931506	0.6628787878787878	0.6110335195530726	en	single
single_p8_c0_3_s0	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p8_c0_3_s0	0.6055363321799307	0.6628787878787878	0.6161971830985915	en	single
multi_p8_c0_3_s180	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p8_c0_3_s180	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
multi_p8_c0_0_s180	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p8_c0_0_s180	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
multi_p8_c0_3_s0	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p8_c0_3_s0	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
single_p6_c0_3_s180	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p6_c0_3_s180	0.6097560975609756	0.6628787878787878	0.6196883852691218	en	single
single_p6_c0_0_s180	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p6_c0_0_s180	0.603448275862069	0.6628787878787878	0.6144662921348314	en	single
single_p6_c0_3_s0	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p6_c0_3_s0	0.6097560975609756	0.6628787878787878	0.6196883852691218	en	single
multi_p6_c0_3_s180	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p6_c0_3_s180	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
multi_p6_c0_0_s180	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p6_c0_0_s180	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
multi_p6_c0_3_s0	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p6_c0_3_s0	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
single_p4_c0_3_s180	0.7857142857142857	0.34375	0.625	nl	single
single_p4_c0_3_s180	0.7702702702702703	0.2159090909090909	0.5089285714285715	en	single
single_p4_c0_0_s180	0.7857142857142857	0.34375	0.625	nl	single
single_p4_c0_0_s180	0.7702702702702703	0.2159090909090909	0.5089285714285715	en	single
single_p4_c0_3_s0	0.7857142857142857	0.34375	0.625	nl	single
single_p4_c0_3_s0	0.7702702702702703	0.2159090909090909	0.5089285714285715	en	single
multi_p4_c0_3_s180	0.6818181818181818	0.46875	0.625	nl	multi
multi_p4_c0_3_s180	0.7096774193548387	0.25	0.5188679245283019	en	multi
multi_p4_c0_0_s180	0.6818181818181818	0.46875	0.625	nl	multi
multi_p4_c0_0_s180	0.7096774193548387	0.25	0.5188679245283019	en	multi
multi_p4_c0_3_s0	0.6818181818181818	0.46875	0.625	nl	multi
multi_p4_c0_3_s0	0.7096774193548387	0.25	0.5188679245283019	en	multi
single_dbp_c0_3_s180	0	0.0	0	nl	single
single_dbp_c0_3_s180	0.8231292517006803	0.4583333333333333	0.710093896713615	en	single
single_dbp_c0_0_s180	0	0.0	0	nl	single
single_dbp_c0_0_s180	0.610236220472441	0.5871212121212122	0.6054687500000001	en	single
single_dbp_c0_3_s0	0	0.0	0	nl	single
single_dbp_c0_3_s0	0.7771739130434783	0.5416666666666666	0.715	en	single
multi_dbp_c0_3_s180	0	0.0	0	nl	multi
multi_dbp_c0_3_s180	0.7411764705882353	0.4772727272727273	0.6673728813559322	en	multi
multi_dbp_c0_0_s180	0	0.0	0	nl	multi
multi_dbp_c0_0_s180	0.5467128027681661	0.5984848484848485	0.5563380281690141	en	multi
multi_dbp_c0_3_s0	0	0.0	0	nl	multi
multi_dbp_c0_3_s0	0.7047619047619048	0.5606060606060606	0.6702898550724639	en	multi
single_szt_c0_3_s180	0	0.0	0	nl	single
single_szt_c0_3_s180	0.8709677419354839	0.10227272727272728	0.34793814432989695	en	single
single_szt_c0_0_s180	0	0.0	0	nl	single
single_szt_c0_0_s180	0.8709677419354839	0.10227272727272728	0.34793814432989695	en	single
single_szt_c0_3_s0	0	0.0	0	nl	single
single_szt_c0_3_s0	0.8709677419354839	0.10227272727272728	0.34793814432989695	en	single
multi_szt_c0_3_s180	0	0.0	0	nl	multi
multi_szt_c0_3_s180	0.875	0.10606060606060606	0.3571428571428571	en	multi
multi_szt_c0_0_s180	0	0.0	0	nl	multi
multi_szt_c0_0_s180	0.875	0.10606060606060606	0.3571428571428571	en	multi
multi_szt_c0_3_s0	0	0.0	0	nl	multi
multi_szt_c0_3_s0	0.875	0.10606060606060606	0.3571428571428571	en	multi
single_p8_c0_4_s320	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p8_c0_4_s320	0.6120996441281139	0.6515151515151515	0.6195965417867436	en	single
single_p8_c0_0_s320	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p8_c0_0_s320	0.5993150684931506	0.6628787878787878	0.6110335195530726	en	single
single_p8_c0_4_s0	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p8_c0_4_s0	0.6120996441281139	0.6515151515151515	0.6195965417867436	en	single
multi_p8_c0_4_s320	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p8_c0_4_s320	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
multi_p8_c0_0_s320	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p8_c0_0_s320	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
multi_p8_c0_4_s0	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p8_c0_4_s0	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
single_p6_c0_4_s320	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p6_c0_4_s320	0.6164874551971327	0.6515151515151515	0.6231884057971014	en	single
single_p6_c0_0_s320	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p6_c0_0_s320	0.603448275862069	0.6628787878787878	0.6144662921348314	en	single
single_p6_c0_4_s0	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p6_c0_4_s0	0.6164874551971327	0.6515151515151515	0.6231884057971014	en	single
multi_p6_c0_4_s320	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p6_c0_4_s320	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
multi_p6_c0_0_s320	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p6_c0_0_s320	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
multi_p6_c0_4_s0	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p6_c0_4_s0	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
single_p4_c0_4_s320	0.7857142857142857	0.34375	0.625	nl	single
single_p4_c0_4_s320	0.7808219178082192	0.2159090909090909	0.5125899280575539	en	single
single_p4_c0_0_s320	0.7857142857142857	0.34375	0.625	nl	single
single_p4_c0_0_s320	0.7702702702702703	0.2159090909090909	0.5089285714285715	en	single
single_p4_c0_4_s0	0.7857142857142857	0.34375	0.625	nl	single
single_p4_c0_4_s0	0.7808219178082192	0.2159090909090909	0.5125899280575539	en	single
multi_p4_c0_4_s320	0.6818181818181818	0.46875	0.625	nl	multi
multi_p4_c0_4_s320	0.7096774193548387	0.25	0.5188679245283019	en	multi
multi_p4_c0_0_s320	0.6818181818181818	0.46875	0.625	nl	multi
multi_p4_c0_0_s320	0.7096774193548387	0.25	0.5188679245283019	en	multi
multi_p4_c0_4_s0	0.6818181818181818	0.46875	0.625	nl	multi
multi_p4_c0_4_s0	0.7096774193548387	0.25	0.5188679245283019	en	multi
single_dbp_c0_4_s320	0	0.0	0	nl	single
single_dbp_c0_4_s320	0.92	0.26136363636363635	0.6117021276595744	en	single
single_dbp_c0_0_s320	0	0.0	0	nl	single
single_dbp_c0_0_s320	0.6195121951219512	0.4810606060606061	0.5857933579335793	en	single
single_dbp_c0_4_s0	0	0.0	0	nl	single
single_dbp_c0_4_s0	0.8672566371681416	0.3712121212121212	0.6843575418994412	en	single
multi_dbp_c0_4_s320	0	0.0	0	nl	multi
multi_dbp_c0_4_s320	0.8539325842696629	0.2878787878787879	0.6129032258064516	en	multi
multi_dbp_c0_0_s320	0	0.0	0	nl	multi
multi_dbp_c0_0_s320	0.5560344827586207	0.48863636363636365	0.5411073825503355	en	multi
multi_dbp_c0_4_s0	0	0.0	0	nl	multi
multi_dbp_c0_4_s0	0.8074074074074075	0.4128787878787879	0.677860696517413	en	multi
single_szt_c0_4_s320	0	0.0	0	nl	single
single_szt_c0_4_s320	0.8709677419354839	0.10227272727272728	0.34793814432989695	en	single
single_szt_c0_0_s320	0	0.0	0	nl	single
single_szt_c0_0_s320	0.8709677419354839	0.10227272727272728	0.34793814432989695	en	single
single_szt_c0_4_s0	0	0.0	0	nl	single
single_szt_c0_4_s0	0.8709677419354839	0.10227272727272728	0.34793814432989695	en	single
multi_szt_c0_4_s320	0	0.0	0	nl	multi
multi_szt_c0_4_s320	0.875	0.10606060606060606	0.3571428571428571	en	multi
multi_szt_c0_0_s320	0	0.0	0	nl	multi
multi_szt_c0_0_s320	0.875	0.10606060606060606	0.3571428571428571	en	multi
multi_szt_c0_4_s0	0	0.0	0	nl	multi
multi_szt_c0_4_s0	0.875	0.10606060606060606	0.3571428571428571	en	multi
single_p8_c0_5_s500	0.38596491228070173	0.6875	0.4230769230769231	nl	single
single_p8_c0_5_s500	0.6222222222222222	0.6363636363636364	0.625	en	single
single_p8_c0_0_s500	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p8_c0_0_s500	0.5993150684931506	0.6628787878787878	0.6110335195530726	en	single
single_p8_c0_5_s0	0.38596491228070173	0.6875	0.4230769230769231	nl	single
single_p8_c0_5_s0	0.6222222222222222	0.6363636363636364	0.625	en	single
multi_p8_c0_5_s500	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p8_c0_5_s500	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
multi_p8_c0_0_s500	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p8_c0_0_s500	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
multi_p8_c0_5_s0	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p8_c0_5_s0	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
single_p6_c0_5_s500	0.38596491228070173	0.6875	0.4230769230769231	nl	single
single_p6_c0_5_s500	0.6268656716417911	0.6363636363636364	0.6287425149700598	en	single
single_p6_c0_0_s500	0.3793103448275862	0.6875	0.4166666666666667	nl	single
single_p6_c0_0_s500	0.603448275862069	0.6628787878787878	0.6144662921348314	en	single
single_p6_c0_5_s0	0.38596491228070173	0.6875	0.4230769230769231	nl	single
single_p6_c0_5_s0	0.6268656716417911	0.6363636363636364	0.6287425149700598	en	single
multi_p6_c0_5_s500	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p6_c0_5_s500	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
multi_p6_c0_0_s500	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p6_c0_0_s500	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
multi_p6_c0_5_s0	0.2523364485981308	0.84375	0.2934782608695652	nl	multi
multi_p6_c0_5_s0	0.4406779661016949	0.7878787878787878	0.483271375464684	en	multi
single_p4_c0_5_s500	0.7857142857142857	0.34375	0.625	nl	single
single_p4_c0_5_s500	0.7777777777777778	0.21212121212121213	0.5072463768115942	en	single
single_p4_c0_0_s500	0.7857142857142857	0.34375	0.625	nl	single
single_p4_c0_0_s500	0.7702702702702703	0.2159090909090909	0.5089285714285715	en	single
single_p4_c0_5_s0	0.7857142857142857	0.34375	0.625	nl	single
single_p4_c0_5_s0	0.7777777777777778	0.21212121212121213	0.5072463768115942	en	single
multi_p4_c0_5_s500	0.6818181818181818	0.46875	0.625	nl	multi
multi_p4_c0_5_s500	0.7096774193548387	0.25	0.5188679245283019	en	multi
multi_p4_c0_0_s500	0.6818181818181818	0.46875	0.625	nl	multi
multi_p4_c0_0_s500	0.7096774193548387	0.25	0.5188679245283019	en	multi
multi_p4_c0_5_s0	0.6818181818181818	0.46875	0.625	nl	multi
multi_p4_c0_5_s0	0.7096774193548387	0.25	0.5188679245283019	en	multi
single_dbp_c0_5_s500	0	0.0	0	nl	single
single_dbp_c0_5_s500	0.9655172413793104	0.10606060606060606	0.3684210526315789	en	single
single_dbp_c0_0_s500	0	0.0	0	nl	single
single_dbp_c0_0_s500	0.6073619631901841	0.375	0.5403930131004366	en	single
single_dbp_c0_5_s0	0	0.0	0	nl	single
single_dbp_c0_5_s0	0.8870967741935484	0.20833333333333334	0.537109375	en	single
multi_dbp_c0_5_s500	0	0.0	0	nl	multi
multi_dbp_c0_5_s500	0.8648648648648649	0.12121212121212122	0.3883495145631068	en	multi
multi_dbp_c0_0_s500	0	0.0	0	nl	multi
multi_dbp_c0_0_s500	0.5519125683060109	0.38257575757575757	0.5070281124497992	en	multi
multi_dbp_c0_5_s0	0	0.0	0	nl	multi
multi_dbp_c0_5_s0	0.8461538461538461	0.25	0.5729166666666666	en	multi
single_szt_c0_5_s500	0	0.0	0	nl	single
single_szt_c0_5_s500	0.8709677419354839	0.10227272727272728	0.34793814432989695	en	single
single_szt_c0_0_s500	0	0.0	0	nl	single
